loop2,4,guided-4,5.458370,-25242644.603147
loop1,6,guided-4,0.310121,-343021.474766
loop2,6,guided-4,4.784613,-25242644.603147
loop1,8,guided-4,0.218568,-343021.474766
loop2,8,guided-4,4.398226,-25242644.603147
loop1,12,guided-4,0.177522,-343021.474766
loop2,12,guided-4,3.879705,-25242644.603147
loop1,16,guided-4,0.136029,-343021.474766
loop2,16,guided-4,2.847697,-25242644.603147
loop1,1,guided-64,1.687856,-343021.474766
loop2,1,guided-64,8.705407,-25242644.603147
loop1,2,guided-64,0.858181,-343021.474766
loop2,2,guided-64,6.241825,-25242644.603147
loop1,4,guided-64,0.423852,-343021.474766
loop2,4,guided-64,5.428157,-25242644.603147
loop1,6,guided-64,0.324075,-343021.474766
loop2,6,guided-64,4.932439,-25242644.603147
loop1,8,guided-64,0.303918,-343021.474766
loop2,8,guided-64,4.918432,-25242644.603147
loop1,12,guided-64,0.352497,-343021.474766
loop2,12,guided-64,4.922034,-25242644.603147
loop1,16,guided-64,0.287009,-343021.474766
loop2,16,guided-64,4.913313,-25242644.603147
loop1,1,guided-8,1.642665,-343021.474766
loop2,1,guided-8,8.659625,-25242644.603147
loop1,2,guided-8,0.825036,-343021.474766
loop2,2,guided-8,6.202504,-25242644.603147
loop1,4,guided-8,0.502656,-343021.474766
loop2,4,guided-8,5.483944,-25242644.603147
loop1,6,guided-8,0.285622,-343021.474766
loop2,6,guided-8,4.784353,-25242644.603147
loop1,8,guided-8,0.270046,-343021.474766
loop2,8,guided-8,4.430008,-25242644.603147
loop1,12,guided-8,0.168223,-343021.474766
loop2,12,guided-8,3.880257,-25242644.603147
loop1,16,guided-8,0.141611,-343021.474766
loop2,16,guided-8,2.847039,-25242644.603147
loop1,1,static-16,1.685556,-343021.474766
loop2,1,static-16,8.719072,-25242644.603147
loop1,2,static-16,0.845444,-343021.474766
loop2,2,static-16,4.535987,-25242644.603147
loop1,4,static-16,0.441229,-343021.474766
loop2,4,static-16,3.119131,-25242644.603147
loop1,6,static-16,0.313934,-343021.474766
loop2,6,static-16,2.596429,-25242644.603147
loop1,8,static-16,0.274638,-343021.474766
loop2,8,static-16,2.597522,-25242644.603147
loop1,12,static-16,0.181597,-343021.474766
loop2,12,static-16,2.210520,-25242644.603147
loop1,16,static-16,0.150152,-343021.474766
loop2,16,static-16,2.208816,-25242644.603147
loop1,1,static-1,1.641104,-343021.474766
loop2,1,static-1,8.679294,-25242644.603147
loop1,2,static-1,0.939819,-343021.474766
loop2,2,static-1,6.277544,-25242644.603147
loop1,4,static-1,0.433975,-343021.474766
loop2,4,static-1,4.028351,-25242644.603147
loop1,6,static-1,0.407578,-343021.474766
loop2,6,static-1,4.348734,-25242644.603147
loop1,8,static-1,0.315577,-343021.474766
loop2,8,static-1,2.208762,-25242644.603147
loop1,12,static-1,0.247941,-343021.474766
loop2,12,static-1,2.575222,-25242644.603147
loop1,16,static-1,0.160059,-343021.474766
loop2,16,static-1,1.437077,-25242644.603147
loop1,1,static-2,1.640433,-343021.474766
loop2,1,static-2,8.682437,-25242644.603147
loop1,2,static-2,0.859055,-343021.474766
loop2,2,static-2,4.965509,-25242644.603147
loop1,4,static-2,0.471492,-343021.474766
loop2,4,static-2,2.565683,-25242644.603147
loop1,6,static-2,0.297504,-343021.474766
loop2,6,static-2,3.017164,-25242644.603147
loop1,8,static-2,0.226812,-343021.474766
loop2,8,static-2,1.649718,-25242644.603147
loop1,12,static-2,0.201288,-343021.474766
loop2,12,static-2,1.832692,-25242644.603147
loop1,16,static-2,0.171918,-343021.474766
loop2,16,static-2,1.044738,-25242644.603147
loop1,1,static-32,1.680569,-343021.474766
loop2,1,static-32,8.671396,-25242644.603147
loop1,2,static-32,0.900290,-343021.474766
loop2,2,static-32,5.998465,-25242644.603147
loop1,4,static-32,0.474963,-343021.474766
loop2,4,static-32,4.796777,-25242644.603147
loop1,6,static-32,0.388864,-343021.474766
loop2,6,static-32,4.485324,-25242644.603147
loop1,8,static-32,0.315866,-343021.474766
loop2,8,static-32,4.186133,-25242644.603147
loop1,12,static-32,0.272912,-343021.474766
loop2,12,static-32,4.017488,-25242644.603147
loop1,16,static-32,0.239784,-343021.474766
loop2,16,static-32,4.016994,-25242644.603147
loop1,1,static-4,1.641926,-343021.474766
loop2,1,static-4,8.672799,-25242644.603147
loop1,2,static-4,0.849620,-343021.474766
loop2,2,static-4,4.416167,-25242644.603147
loop1,4,static-4,0.470458,-343021.474766
loop2,4,static-4,2.414715,-25242644.603147
loop1,6,static-4,0.341353,-343021.474766
loop2,6,static-4,1.972624,-25242644.603147
loop1,8,static-4,0.327184,-343021.474766
loop2,8,static-4,1.362657,-25242644.603147
loop1,12,static-4,0.224019,-343021.474766
loop2,12,static-4,1.290732,-25242644.603147
loop1,16,static-4,0.172889,-343021.474766
loop2,16,static-4,1.066504,-25242644.603147
loop1,1,static-64,1.641169,-343021.474766
loop2,1,static-64,8.679203,-25242644.603147
loop1,2,static-64,0.896940,-343021.474766
loop2,2,static-64,6.740885,-25242644.603147
loop1,4,static-64,0.558533,-343021.474766
loop2,4,static-64,5.441138,-25242644.603147
loop1,6,static-64,0.408654,-343021.474766
loop2,6,static-64,5.187473,-25242644.603147
loop1,8,static-64,0.357683,-343021.474766
loop2,8,static-64,5.185214,-25242644.603147
loop1,12,static-64,0.324504,-343021.474766
loop2,12,static-64,4.961389,-25242644.603147
loop1,16,static-64,0.282352,-343021.474766
loop2,16,static-64,4.961964,-25242644.603147
loop1,1,static-8,1.640906,-343021.474766
loop2,1,static-8,8.677221,-25242644.603147
loop1,2,static-8,0.843707,-343021.474766
loop2,2,static-8,4.534359,-25242644.603147
loop1,4,static-8,0.431404,-343021.474766
loop2,4,static-8,2.337916,-25242644.603147
loop1,6,static-8,0.340501,-343021.474766
loop2,6,static-8,1.974208,-25242644.603147
loop1,8,static-8,0.234875,-343021.474766
loop2,8,static-8,1.564579,-25242644.603147
loop1,12,static-8,0.206700,-343021.474766
loop2,12,static-8,1.432224,-25242644.603147
loop1,16,static-8,0.133129,-343021.474766
loop2,16,static-8,1.305430,-25242644.603147
loop1,1,static,1.641479,-343021.474766
loop2,1,static,8.677640,-25242644.603147
loop1,2,static,1.225252,-343021.474766
loop2,2,static,7.126555,-25242644.603147
loop1,4,static,0.722918,-343021.474766
loop2,4,static,6.222508,-25242644.603147
loop1,6,static,0.507940,-343021.474766
loop2,6,static,5.706390,-25242644.603147
loop1,8,static,0.432754,-343021.474766
loop2,8,static,5.441326,-25242644.603147
loop1,12,static,0.297987,-343021.474766
loop2,12,static,4.798651,-25242644.603147
loop1,16,static,0.300123,-343021.474766
loop2,16,static,4.409463,-25242644.603147
