loop1,1,auto,1.776379,-343021.474766
loop2,1,auto,8.670687,-25242644.603147
loop1,1,dynamic-1,1.645699,-343021.474766
loop2,1,dynamic-1,8.672071,-25242644.603147
loop1,1,dynamic-16,1.643941,-343021.474766
loop2,1,dynamic-16,8.674118,-25242644.603147
loop1,1,dynamic-2,1.643020,-343021.474766
loop2,1,dynamic-2,8.677627,-25242644.603147
loop1,1,dynamic-32,1.643572,-343021.474766
loop2,1,dynamic-32,8.673429,-25242644.603147
loop1,1,dynamic-4,1.643548,-343021.474766
loop2,1,dynamic-4,8.670502,-25242644.603147
loop1,1,dynamic-64,1.643656,-343021.474766
loop2,1,dynamic-64,8.676586,-25242644.603147
loop1,1,dynamic-8,1.643789,-343021.474766
loop2,1,dynamic-8,8.677485,-25242644.603147
loop1,1,guided-1,1.644225,-343021.474766
loop2,1,guided-1,8.673470,-25242644.603147
loop1,1,guided-16,1.645093,-343021.474766
loop2,1,guided-16,8.673676,-25242644.603147
loop1,1,guided-2,1.643901,-343021.474766
loop2,1,guided-2,8.675642,-25242644.603147
loop1,1,guided-32,1.644684,-343021.474766
loop2,1,guided-32,8.673855,-25242644.603147
loop1,1,guided-4,1.644706,-343021.474766
loop2,1,guided-4,8.678806,-25242644.603147
loop1,1,guided-64,1.644663,-343021.474766
loop2,1,guided-64,8.678137,-25242644.603147
loop1,1,guided-8,1.644130,-343021.474766
loop2,1,guided-8,8.675320,-25242644.603147
loop1,1,static,1.642951,-343021.474766
loop2,1,static,8.673486,-25242644.603147
loop1,1,static-1,1.642750,-343021.474766
loop2,1,static-1,8.681667,-25242644.603147
loop1,1,static-16,1.642900,-343021.474766
loop2,1,static-16,8.681680,-25242644.603147
loop1,1,static-2,1.642097,-343021.474766
loop2,1,static-2,8.677521,-25242644.603147
loop1,1,static-32,1.642658,-343021.474766
loop2,1,static-32,8.680492,-25242644.603147
loop1,1,static-4,1.642545,-343021.474766
loop2,1,static-4,8.680890,-25242644.603147
loop1,1,static-64,1.642124,-343021.474766
loop2,1,static-64,8.679331,-25242644.603147
loop1,1,static-8,1.642276,-343021.474766
loop2,1,static-8,8.678870,-25242644.603147
loop1,2,auto,0.903881,-343021.474766
loop2,2,auto,6.226938,-25242644.603147
loop1,2,dynamic-1,0.950715,-343021.474766
loop2,2,dynamic-1,4.595614,-25242644.603147
loop1,2,dynamic-16,0.864340,-343021.474766
loop2,2,dynamic-16,4.408994,-25242644.603147
loop1,2,dynamic-2,0.911646,-343021.474766
loop2,2,dynamic-2,4.622612,-25242644.603147
loop1,2,dynamic-32,0.835038,-343021.474766
loop2,2,dynamic-32,4.404808,-25242644.603147
loop1,2,dynamic-4,0.897891,-343021.474766
loop2,2,dynamic-4,4.615822,-25242644.603147
loop1,2,dynamic-64,0.834958,-343021.474766
loop2,2,dynamic-64,4.921473,-25242644.603147
loop1,2,dynamic-8,0.885017,-343021.474766
loop2,2,dynamic-8,4.424659,-25242644.603147
loop1,2,guided-1,0.837037,-343021.474766
loop2,2,guided-1,6.216430,-25242644.603147
loop1,2,guided-16,0.836667,-343021.474766
loop2,2,guided-16,6.221381,-25242644.603147
loop1,2,guided-2,0.842787,-343021.474766
loop2,2,guided-2,6.219817,-25242644.603147
loop1,2,guided-32,0.842102,-343021.474766
loop2,2,guided-32,6.227079,-25242644.603147
loop1,2,guided-4,0.834110,-343021.474766
loop2,2,guided-4,6.222175,-25242644.603147
loop1,2,guided-64,0.836211,-343021.474766
loop2,2,guided-64,6.224956,-25242644.603147
loop1,2,guided-8,0.833379,-343021.474766
loop2,2,guided-8,6.218095,-25242644.603147
loop1,2,static,1.231775,-343021.474766
loop2,2,static,7.119172,-25242644.603147
loop1,2,static-1,0.927545,-343021.474766
loop2,2,static-1,6.501606,-25242644.603147
loop1,2,static-16,0.859801,-343021.474766
loop2,2,static-16,4.648459,-25242644.603147
loop1,2,static-2,0.879874,-343021.474766
loop2,2,static-2,5.113143,-25242644.603147
loop1,2,static-32,0.870736,-343021.474766
loop2,2,static-32,5.973764,-25242644.603147
loop1,2,static-4,0.889473,-343021.474766
loop2,2,static-4,4.678518,-25242644.603147
loop1,2,static-64,0.904425,-343021.474766
loop2,2,static-64,6.746550,-25242644.603147
loop1,2,static-8,0.880419,-343021.474766
loop2,2,static-8,4.548043,-25242644.603147
loop1,4,auto,0.499524,-343021.474766
loop2,4,auto,5.444482,-25242644.603147
loop1,4,dynamic-1,0.469914,-343021.474766
loop2,4,dynamic-1,2.765844,-25242644.603147
loop1,4,dynamic-16,0.451152,-343021.474766
loop2,4,dynamic-16,2.256616,-25242644.603147
loop1,4,dynamic-2,0.474791,-343021.474766
loop2,4,dynamic-2,2.626054,-25242644.603147
loop1,4,dynamic-32,0.431298,-343021.474766
loop2,4,dynamic-32,3.909151,-25242644.603147
loop1,4,dynamic-4,0.473213,-343021.474766
loop2,4,dynamic-4,2.650578,-25242644.603147
loop1,4,dynamic-64,0.466538,-343021.474766
loop2,4,dynamic-64,4.983119,-25242644.603147
loop1,4,dynamic-8,0.462326,-343021.474766
loop2,4,dynamic-8,2.255901,-25242644.603147
loop1,4,guided-1,0.489514,-343021.474766
loop2,4,guided-1,5.518102,-25242644.603147
loop1,4,guided-16,0.489315,-343021.474766
loop2,4,guided-16,5.516237,-25242644.603147
loop1,4,guided-2,0.426422,-343021.474766
loop2,4,guided-2,5.569541,-25242644.603147
loop1,4,guided-32,0.430104,-343021.474766
loop2,4,guided-32,5.522002,-25242644.603147
loop1,4,guided-4,0.547865,-343021.474766
loop2,4,guided-4,5.525312,-25242644.603147
loop1,4,guided-64,0.514173,-343021.474766
loop2,4,guided-64,5.504984,-25242644.603147
loop1,4,guided-8,0.424180,-343021.474766
loop2,4,guided-8,5.503109,-25242644.603147
loop1,4,static,0.724463,-343021.474766
loop2,4,static,6.214437,-25242644.603147
loop1,4,static-1,0.551755,-343021.474766
loop2,4,static-1,4.122143,-25242644.603147
loop1,4,static-16,0.505803,-343021.474766
loop2,4,static-16,3.115220,-25242644.603147
loop1,4,static-2,0.461574,-343021.474766
loop2,4,static-2,2.966190,-25242644.603147
loop1,4,static-32,0.489010,-343021.474766
loop2,4,static-32,4.793254,-25242644.603147
loop1,4,static-4,0.614198,-343021.474766
loop2,4,static-4,2.749051,-25242644.603147
loop1,4,static-64,0.532855,-343021.474766
loop2,4,static-64,5.443037,-25242644.603147
loop1,4,static-8,0.522556,-343021.474766
loop2,4,static-8,2.345467,-25242644.603147
loop1,6,auto,0.365692,-343021.474766
loop2,6,auto,4.797253,-25242644.603147
loop1,6,dynamic-1,0.332630,-343021.474766
loop2,6,dynamic-1,2.050009,-25242644.603147
loop1,6,dynamic-16,0.340519,-343021.474766
loop2,6,dynamic-16,2.116052,-25242644.603147
